No.,book_name,author,publishing-house,date,price,score,url,comment
66,傲慢与偏见,[英] 奥斯丁,人民文学出版社,1993,13.0,8.9,https://book.douban.com/subject/1083428/,同样一个问题，《傲慢与偏见》里面的所有女人放到现实中来，你会想娶哪一个？我刚进大学的时候在学生会呆过一段时间，后来因为自由和懒惰的缘故慢慢退了出来，有天有个外系的同学跟学生会某个跟我共事过的MM打听我的情况，她么，那个MM顿了顿，是个很聪明的女生。聪明，这...
67,史记（全十册）:（全十册）,司马迁,中华书局,1982,125.0,9.5,https://book.douban.com/subject/1077847/,读《史记》，时时都有司马迁。哪怕他并非是这个世界的创造者。你跟着他，他叫你，看这个，看那个，他叫你大概看看，他叫你仔细听好，你都亦步亦趋地跟着。篇章终了，你会期待听到他的解读，你会深深回味他的一点感想——太史公曰。后世史官觉得这个格式很好用，于是依样画葫芦...
68,可能性的艺术:比较政治学30讲,刘瑜,广西师范大学出版社,2022,82.0,9.2,https://book.douban.com/subject/35819419/,已经很多年没有看过公共知识分子、“旻渚铝神”刘瑜的书了，上一次看她写的东西，还是在老夫的高中时代。那时天很蓝，云很白，她很美，时间当然也很快，想来不禁有种淡淡的忧桑......抱歉扯远了。我想说的是，当时我看的是刘老师的《旻渚的细节》和《观念的水位》，这两本都属...
69,悲惨世界（上中下）,[法] 雨果,人民文学出版社,1992,66.0,9.1,https://book.douban.com/subject/1205054/,□任晓雯1815年10月初，法国南部小镇迪涅。一个光头长须、肩扛布袋、手提粗棍的异乡人，敲开了卞福汝主教的家门。这天他已走了十二法里路，沿途受尽辱骂与恐吓。阿尔卑斯山的夜风，刺过衣裤的破洞，从四面八方袭击他。他有一张黄色身份证（当时带有前科、案底的假释证明），...
70,始于极限:女性主义往复书简,[日] 上野千鹤子,新星出版社,2022,59.0,9.0,https://book.douban.com/subject/35966120/,这篇书评可能有关键情节透露《始于极限》是一本什么样的书？《始于极限》收录了日本两位女人的12封书信往来。第一封信写成于2020年5月，最后一封信结尾于2021年5月。两位日本女性从自身生活经历的反思中，写下了关于女性的12个话题。这12个话题，看起来写的是两位女性作者的感受，可细读进去，时时处处都...
71,台北人,白先勇,广西师范大学出版社,2010,38.0,9.0,https://book.douban.com/subject/5337248/,读罢《游园惊梦》，我掩卷阖目，思绪纷乱之时，却忽地从脑海深处荡出一句掷地有声的诗词：众里寻他千百度，蓦然回首，那人却在灯火阑珊处。我心下诧异怎会生出这样没头没脑的评词，细细回味下，才恍然原来这心境正是源自于我对《游园惊梦》里钱夫人这一场了无痕的幽梦的哀叹...
72,永恒的终结:关于时间旅行的终极奥秘和恢宏构想,[美] 艾萨克·阿西莫夫,江苏凤凰文艺出版社,2014,32.0,9.1,https://book.douban.com/subject/25829693/,科幻小说不能多看，尤其是涉及终极思考的那种。因为它会轻易地把你从现实世界里抽离出来，让你看到时空是多么广大，生命是多么渺小，你的存在，甚至一切的存在是多么的无意义。它会给你带来强烈的美感，继而是空虚，最后是恐惧，最强的迷幻剂不是达利，不是平克佛洛伊德，是阿...
73,诗经,孔丘 编订,北京出版社,2006,19.9,9.5,https://book.douban.com/subject/1883245/,据说汉人取名讲究“女诗经，男楚辞，文论语，武周易”，不知这种说法从何而来，不过现代人取名字确实很喜欢引经据典。这是好事。今人多有数典忘祖的倾向，外国语大学遍布全国，却不曾听说有一个国学学院（据说有还是有的，不过都相当低调）。取名的时候，终于想到祖宗了，于是...
74,刘擎西方现代思想讲义,刘擎,新星出版社,2021,79.0,9.2,https://book.douban.com/subject/35313227/,这篇书评可能有关键情节透露我们大部分人对哲学的认识还停留在中学阶段。包括我，80后，理工出身的普通人。普通到，平时听说身边谁谈论哲学，就内心一顿鄙视：什么人生的意义？什么我是谁？我从哪里来？要到哪里去……装逼吧！我们聊聊明星八卦、美国大选，吐槽下老板，研究下职场政治，絮叨絮叨教育...
75,孽子,白先勇,广西师范大学出版社,2010,46.0,9.2,https://book.douban.com/subject/5337254/,白先勇是我非常喜欢的一位作家。如果让我选出最喜欢的作家，自己才疏学浅，阅览相当有限，我会选他。看他写的短篇或者中篇，常常看到心中暗惊。怎么可以有人把人情世故写得如此透彻又不露痕迹呢？真的是这样，“人情”和“世故”。是心中相当有沉淀的人，才会有这样的胸臆，胆...
76,太白金星有点烦,马伯庸,湖南文艺出版社,2023,45.0,9.0,https://book.douban.com/subject/36328704/,这篇书评可能有关键情节透露作为从零几年就开始关注亲王的老粉，《太白金星有点烦》让我想起他早年的那些作品：借用大家熟知的故事进行脑洞大开的新编，尽情戏谑恶搞，同时又保证剧情层出不穷的惊喜，逻辑上还能做到严丝合缝。这部书所讽刺的对象众所周知，我相信只要有过体系内工作经验甚至对此有点了解...
77,历史深处的忧虑:近距离看美国之一,林达,生活·读书·新知三联书店,1997,19.0,9.0,https://book.douban.com/subject/1027191/,可以说我是从看林达的三部曲才开始对美国社会状况和政治制度感兴趣的。正是林达高超的讲故事才能将我引进了这扇门。但是在我对美国社会的运转机制有了一些了解之后，我才开始发现林达的局限性。看第一本的时候，我常常读一段就停下来思考一下作者传达的美国人的基本观点、历史...
78,神雕侠侣,金庸,生活·读书·新知三联书店,1994,76.8,8.9,https://book.douban.com/subject/1255624/,最近又重新啃了神雕侠侣这书，有些零零碎碎的想法想和大家讨论讨论。犹豫了一阵子，好像先发到这个吧里比较适合，希望能找到有相同想法的朋友。。。因为想到哪儿写哪儿，所以零散了些，勿见怪。最近重看神雕，与以前的观感实在是大相径庭。小时候看神雕，只有一个主角视角...
79,上帝掷骰子吗:量子物理史话,曹天元,辽宁教育出版社,2006,32.0,9.2,https://book.douban.com/subject/1467022/,如今的网络时代是个人人可做写手的年代，每个人都可以在各类网站上尽情的长篇大论，有人写爱情故事，有人写玄幻小说，有人写鸡毛蒜皮。而这位曹天元比较“另类”，他居然写起了量子物理史话，因为少见，所以他的工作在科普缺乏的中国更显得特别突出。这本《上帝掷骰子...
80,美丽新世界,【英】奥尔德斯·赫胥黎,上海译文出版社,2017,45.0,9.2,https://book.douban.com/subject/27002046/,2503年，一个婴儿养育室里。护士们在地板上摆了一堆图书和鲜花，然后把一群长得一摸一样的、8个月大的婴儿放到了地板上。婴儿们看到图书和鲜花，飞快地爬过去，拿起来玩耍。这时候，长官一声令下，护士长启动电路装置，一时间，刺耳的警报响起，地板被通上了电，触电的...
81,一个叫欧维的男人决定去死,[瑞典] 弗雷德里克·巴克曼,四川文艺出版社,2015,35.0,9.1,https://book.douban.com/subject/26672693/,文/smarttree不要被这样一个书名蛊惑到了。“一个叫欧维的男人决定去死。”仿佛这是一本求死之书，悲伤，灰暗，沉痛。不不不，当然不是这样！原文的书名是AManCalledOve，“一个叫欧维的男人”，就这样，没有“决定去死”。这么一看，这本书应该讲的是欧维的一生。从某种...
82,哭泣的骆驼,三毛,哈尔滨出版社,2003,15.8,9.0,https://book.douban.com/subject/1029111/,看了三毛所有的书，觉得她的性格很双重，她一生的悲剧在于太浪漫。但是很执着，我就要一生向着浪漫去，去的无所畏惧，立场决不动摇。她的书中很多避弃了自己苦难的历程。毕竟描述梦境是美丽的，甚至她自己也分不大清自己究竟是生活在梦里还是梦外了。她的勇敢完全是对自己真正...
83,灿烂千阳,[美] 卡勒德·胡赛尼,上海人民出版社,2007,28.0,8.9,https://book.douban.com/subject/2143732/,看《灿烂千阳》几乎一气呵成，我对亲睐的作者的书常常就是这样迫不及待，看完了去豆瓣网上眯大家的评论，看到此书的翻译者李继宏很有意思的声明，他说“灿烂千阳”这个名字是出版社未经他同意擅自更改的，他的语调颇为气愤，他说这本书的译名应该是“一千个灿烂的太阳”...
84,唐诗三百首,蘅塘退士,中华书局,1984,0.65,9.4,https://book.douban.com/subject/1013267/,一直就想写这个人，迟疑到今天。有人曾说李白是天才，杜甫是地才，王维是人才。苏轼之后便喜欢上了王维，越来越觉得这实在是一个生错年代的人。盛世之唐，那是一个开放甚于今天的年代，那是一个狎妓风流的年代，那是一个狂放不羁的年代。而王维，用我们今天的眼光来看...
85,文学回忆录:1989—1994,木心 口述,广西师范大学出版社,2013,98.0,9.1,https://book.douban.com/subject/20440644/,这篇书评可能有关键情节透露木心讲文学史，讲得兴高采烈，如数家珍。我看得心痒难耐，真想把那些优秀的作品统统找来读一读。跟朋友聊起，她也这样觉得。所以把木心的书单整理了一下，以免大家再零零散散，到处搜集。说明：1、从中世纪开始，太古老的懒得看了。2、中国的书没在名单之列。3、目前只是整...
86,四世同堂,老舍,北京十月文艺出版社,2008,36.0,9.4,https://book.douban.com/subject/3183775/,对于日战，我没有什么好说的。但对于家庭，这本书看的我很迷茫。好像是蔡康永说的，看中国人的书，总觉得不爽气，因为家族层层叠叠地挤压，故事里的主角都活的很憋屈。这么想想，的确是这样，关于战争和生活的，在俄国小说里，比如战争与和平，男主角安德烈拷问的永远是自...
87,美的历程,李泽厚,生活·读书·新知三联书店,2009,43.0,9.2,https://book.douban.com/subject/3410718/,高中历史书的第一课就从中国古代文明开始讲起，长篇累牍地讲述从石器时代到青铜时代再到铁器时代的变迁。得出的结论异常简单：器物演变的根本原因是生产力的发展。铁器质地坚硬、易采集，溢美之词基本全献给了铁器，青铜器被戴上一顶叫“历史局限性”的大帽，中看不中用，简...
88,窗边的小豆豆,[日] 黑柳彻子 著,南海出版公司,2003,20.0,8.8,https://book.douban.com/subject/1007914/,“上善若水”，《窗边的小豆豆》充满了如流水般和谐自然的韵律。《窗边的小豆豆》，作者黑柳彻子，是继奥黛丽•赫本后联合国儿童基金会的第7任亲善大使。这本讲述作者童年生活的自传性的小书，“不仅带给全世界几千万读者无数的笑声和感动，而且为现代教育的发展注入了新的活...
89,最好的告别:关于衰老与死亡，你必须知道的常识,[美] 阿图·葛文德（Atul Gawande）,浙江人民出版社,2015,54.9,9.0,https://book.douban.com/subject/26576861/,这篇书评可能有关键情节透露有一天早上，无风无雨，我背着重重的电脑包出门，心里惦记着几个当天务必要审阅完的交易文件。对方律师的修改繁琐而絮叨，一如大多数律师的顽固和坚持，还带着点玩弄英文语法和法律术语的沾沾自喜，宛如我的一面镜子。早上起来给蝈蝈脱去睡衣再穿上衣服的过程让我汗如雨下，我...
90,人间词话,王国维,上海古籍出版社,1998,9.8,9.0,https://book.douban.com/subject/1203426/,这篇书评可能有关键情节透露按其论述重点进行归纳整理，发现全书主要讨论了如下几大问题，最核心的，一是境界理论，二是历代词评。诗词境界说：上卷的1-9节均是讲此理论。还有下卷的第13节。他推崇以“境界”来品评词作水平之高下。何谓之“境界”？我以为即是词人在作品中所构建出的一种超现实的、...
91,绝叫,[日] 叶真中显,北京联合出版公司,2020,58.0,8.9,https://book.douban.com/subject/35031587/,这篇书评可能有关键情节透露无法依靠的家庭，无法生育的窘迫，以及为了生存而不断深陷的绝境，面对这样的人生一个人将会何去何从？或许有不少人会因为如此丧的境遇而一蹶不振，甚至放弃自己的生命，但是日本推理小说家叶真中显却借由《绝叫》一书，为人们展现了另一种人生——即便在烂泥中摸爬滚打，最终...
92,呼兰河传:1947年版本・原版珍藏,萧红,百花文艺出版社,2005,19.0,9.0,https://book.douban.com/subject/1060852/,萧红的书，这是我第一次看，竟觉得再没有一个女作家能及得上她。那些字句，最平常不过，却在心里一点一点蚀出一个大坑，空空落落的直想落泪。常道人生是苦乐参半，有时乐观一点，就把吃苦当吃补，斩钉截铁对自己说只要努力奋斗，总会有柳暗花明的一天。憋着挺着，不敢松懈，...
93,罪与罚,[俄] 陀思妥耶夫斯基,上海译文出版社,2006,23.0,9.3,https://book.douban.com/subject/1858568/,试图评论陀斯妥耶夫斯基的小说，无疑需要勇气与底气，我几乎不敢下笔。面对如此深刻丰富的主题、高超的情节安排、严密的逻辑构架、对人的心理活动的真切把握、透彻的现实洞见、长远卓越的见识，我的任何理解与评论都可能显得可笑与肤浅。我只有尝试着挑出这本小说的冰山一角，...
94,冬牧场,李娟,新星出版社,2012,29.8,9.0,https://book.douban.com/subject/10522856/,2011年一个初秋的夜晚，我窝在被子里看《阿勒泰的角落》，从《离春天只有二十公分的雪兔》，到《看着我拉面的男人》，再到《河边洗衣服的时光》，越看越激动。怎么形容那种心情呢？就是你在一条尘土漫天的路上走了很久很久，眼前一片灰败，突然一转头，发现脚边开着一...
95,道德经,黄元吉,陕西人民出版社,1996,4.5,9.5,https://book.douban.com/subject/1059258/,读了两天《道德经》和一些后人的注释理解。心中有很多很多想法。体会到很多以前从没有过的感受。思维激烈碰撞，感觉有一股清净之气游走在身体的四肢百脉，奇妙之处无法为外人道（我确定我不是开玩笑的，也从来从来没有读过修真小说）。后来洗碗的时候看见水，突然想到，水不...
96,棋王·树王·孩子王:阿城文集之一,阿城,江苏凤凰文艺出版社,2016,58.0,9.3,https://book.douban.com/subject/26734559/,这篇书评可能有关键情节透露《棋王》是阿城的处女作，1984年发表于《上海文学》，一时引得文坛瞩目，人人争睹为快。后来登陆台湾，又教台湾读者和文学界对大陆文学刮目相看，甚至掀起一股“大陆热”（电影版《棋王》亦是在台湾拍成）。“寻根文学”大兴是在1985年之后，阿城可谓发其先声。《棋王》被誉...
97,看见,柴静,广西师范大学出版社,2013,39.8,8.8,https://book.douban.com/subject/20427187/,坦白地说，我并未看过柴静主持的节目，除了她采访卢安克那期，网上看的。采访拍得好，我的注意力都放在卢安克和广西留守儿童们身上，根本没留意记者是谁。我认识柴静，是她的博客，写作家野夫那篇。这人写得好，不是舞文弄墨那种好，很少能找见她用什么特别出挑或艰涩的词句；...
98,也许你该找个人聊聊,[美]洛莉·戈特利布,上海文化出版社,2021,68.0,9.0,https://book.douban.com/subject/35481512/,生而为人，总有不易。而失败和失去则是生而为人的一部分。2019年美国亚马逊最佳传记和回忆录《也许你该找个人聊聊》讲述了发生在心理治疗室中五位受访者的人生故事，作者怀抱同情与理解，更以无比诚实和理性的态度剖析爱与被爱、遗憾、选择、控制、不确定、死亡这些人们共同...
99,离开的，留下的:那不勒斯四部曲3,[意] 埃莱娜·费兰特,人民文学出版社,2017,62.0,8.9,https://book.douban.com/subject/27104959/,啊呸！黑格尔或朝黑格尔吐口水SPUTIAMOSUHEGEL作者：卡拉·隆奇CarlaLonzi英译者：维罗妮卡·纽曼VeronicaNewman翻译：路米内&amp;小南玩小南女性问题，就是任一女人（被剥夺了她的权力、历史、文化和她自身的角色）与任一男人（即任一男人的权力、历史、文化...
100,浪潮之巅,吴军,电子工业出版社,2011,55.0,9.0,https://book.douban.com/subject/6709783/,在这次近一个月的旅行中，除了参访、学习、吃喝玩乐以外，我也抽空读完了一本书——《浪潮之巅》。我觉得这是一本好书，所以想推荐给大家。如果有未竟或者偏颇之处，恕我查访未周。《浪潮之巅》是一本介绍互联网及IT行业（或者更广义地说，是TMT行业）兴衰变化的书，书中的内...
101,毛泽东选集第一卷,毛泽东,人民出版社,1991,40.0,9.6,https://book.douban.com/subject/1139360/,如果不是逼不得已，我想我不会打开毛选的，毕竟我曾经买过《邓选》和《朱镕基讲话实录》，都不曾想读毛选。毛主席的伟大似乎停留在爷爷辈，当下流行的是否定他。我也不明所以的觉得他不好，甚至不给他任何申辩的机会。直到闪主席退休把他书架上所有的书都送给了我，包括那套毛...
102,叫魂:1768年中国妖术大恐慌,[美] 孔飞力,生活·读书·新知三联书店 上海三联书店,2014,38.0,9.2,https://book.douban.com/subject/25912076/,叫魂读书报告一、孔飞力（PhilipA.Kuhn，1933—）个人简介1933年出生于伦敦。但在美国度过了其中学、大学生涯。除了青年时期短暂的三年从军岁月，他的一生几乎都在学校，尤其是哈佛大学度过的。他有过两次婚姻，第一任妻子正是他在哈佛大学东亚研究中心求学的恩师——费...
103,爱你就像爱生命,王小波,上海锦绣文章出版社,2008,18.0,8.8,https://book.douban.com/subject/3071717/,爱你就像爱生命。这本书我是带着点不好意思看完的。要说看得真有点晚，因为我一贯信奉人的幸福始终是“自给自足”的，幸福是不可言说的事情，你怎么能够告诉别人你有多幸福欢愉呢？因为，那毕竟是一种非理性癫狂状态啊。所以，在一定意义上可以这么说，情话往往等同于...
104,桶川跟踪狂杀人事件,[日] 清水洁,四川人民出版社,2021,45.0,9.0,https://book.douban.com/subject/35094680/,这篇书评可能有关键情节透露1999年10月26日，在还有不到两个月就跨入新世纪的时候。猪野诗织，一个21岁的女生，在人潮涌动的埼玉县JR线桶川站前遭人持刀刺死。令人震惊的是，诗织早就知道自己要被杀死，并且留下了凶手的名字。然而，案件并没因此变得简单，警方反而因为荒唐的理由，迟迟不能追查抓捕凶...
105,失明症漫记,[葡] 若泽·萨拉马戈,南海出版公司,2014,29.5,9.1,https://book.douban.com/subject/20428302/,一“肉眼上的失明，代之以灵性的视域，足以补偿”。受荷马、弥尔顿和博尔赫斯的干扰，人们往往把失明看作是另一种光明的开启，与一种超自然的力量拉上关系。富有讽刺意味的是，《失明症漫记》中，当整个城市都失明了，社会没有开启我们期盼的“另一种光明”。社会秩序迅速垮...
106,我们仨,杨绛,生活·读书·新知三联书店,2003,18.8,8.8,https://book.douban.com/subject/1023045/,最近学车，在市区与郊区间奔波。于是在班车上看完杨绛先生的《我们仨》。说实话这本早就被捧得沸沸扬扬的书之所以拖到今天，是因为我对钱钟书的了解还仅限于《围城》。可就在翻到目录的一瞬间，我知道这次它给我的感动将不同以往。第一部：我们俩老了。第二部：我们仨失散...
107,人生的枷锁,[英] 毛姆,上海译文出版社,2007,32.0,9.1,https://book.douban.com/subject/2035171/,1枷锁《人性的枷锁》是一个讲主人公菲利普如何抛弃人生的种种枷锁，终于获得精神自由的故事。菲利普天生患有腿疾，父母早亡，小小年纪被送去古板守旧的伯父家寄养。作为神父的伯父对小菲利普并无亲爱之情，为人自私冷漠，造成了这个早熟的孩子愈加敏感害羞的个性。菲利普的...
108,看不见的城市,[意] 伊塔洛·卡尔维诺,译林出版社,2012,25.0,9.0,https://book.douban.com/subject/10555509/,M，既然你让说说深圳，那我就说说吧，可是我又有什么可说的。深圳于我并没有什么特殊的意义，它是一片森林，我是一片叶子，也许我只是想找个隐藏自己的地方。有时深圳是一片大海，我只是浮在它上面的一个小小的浮漂物，我从来没有走向它的深处，有时你会发现我在这个城市街道上...
109,受戒:汪曾祺自选集,汪曾祺,漓江出版社,1987,3.95,9.4,https://book.douban.com/subject/1760432/,【先生文之短】先生花甲之年发表《异秉》《受戒》，引起轰动。时人谓“汪曾祺大器晚成”。先生谦虚地说：“我绝非‘大器’，‘晚成’倒是真的。”先生一生写短篇，家乡高邮的风物和童年的记忆全部成了可以蕴藉感情的载体。让心沉静下来，细读先生的文章，真是感觉得到一种如...
110,教父,[美]马里奥·普佐,译林出版社,1997,23.3,9.0,https://book.douban.com/subject/1092335/,巴尔扎克说过，在巨大的财富背后，都隐藏着罪恶。这句话，出现在这部小说——《教父》——的开篇。这位伟大的批判现实主义作家，很难得说出了一句这样绝对的话，也许很多人会毫不犹豫地否定它，但是细细想来，事实又是怎样呢？书中的“教父”——考利昂老头子，从来喜怒不形...
111,海子的诗,海子,人民文学出版社,1999,15.4,9.0,https://book.douban.com/subject/1011754/,梵高33岁在金黄的麦田里被太阳灼烫得遍体鳞伤，然后割掉耳朵向自己的肚子开上一枪；柯本27岁在愤怒的呐喊之后回归无声的呻吟，受够胃痛和精神压力的双重折磨之后绝望的开枪射向头部；海子26岁在铜色的亚洲大地上山海关暮色的壮影里让象征工业时代的火车碾过了流着麦子和...
112,巨人的陨落:世纪三部曲,[英] 肯·福莱特,江苏凤凰文艺出版社,2016,129.8,8.9,https://book.douban.com/subject/26698660/,这篇书评可能有关键情节透露肯·福莱特的《巨人的陨落》这本书中描写了一战前后六个家族的兴衰变化：英国菲茨赫伯特家族、德国冯·乌尔里希家族、俄国别斯科夫家、威尔士威廉姆斯家、美国杜瓦家和维亚洛夫家，整个故事从1911年写到1924年，主线人物覆盖了第一次世界大战的主要参战国（除了法国），涉及了...
113,人生的智慧,(德)叔本华,上海人民出版社,2008,28.0,9.2,https://book.douban.com/subject/3261600/,这是一本让人禁欲的书。看完此书，再看看摆满书店的成功学，真有啼笑皆非之感。【大叔的话】1.欲望是一切哲学不证自明的真理。2.人，要么庸俗，要么孤独。3.我的哲学令人不快，因为我说出了真理。人，就应该这样自信！4.谦虚对才华无奇的人来说，只是一种诚...
114,少年凯歌,,人民文学出版社,2001,10.0,9.4,https://book.douban.com/subject/1091203/,几天前，把《少年凯歌》（即《我的红卫兵时代》《我们都经历过的日子》《龙血树》）仔细读过两遍，惊叹不已，百感交集。我想，陈凯歌如果不是半路上改变人生理想做了导演，按照少年时的思路发展下去，如今他的文学成就不会在当代任何一位散文家之下。至少，压倒余秋雨是没有悬...
115,飞鸟集,[印] 罗宾德拉纳德·泰戈尔,哈尔滨出版社,2004,16.8,8.9,https://book.douban.com/subject/1058661/,冯唐说自己：写诗第一，小说第二，杂文第三。有趣的是，他以小说闻名，读过他的诗的人反倒寥寥无几。这是冯唐的自我认知与大众认知之间的偏差。冯唐自有一条“金线”理论：“文学的标准的确很难量化，但是文学的确有一条金线，一部作品达到了就是达到了，没达到就是没达到，对...
116,斯通纳,[美] 约翰·威廉斯,上海人民出版社,2016,49.0,8.8,https://book.douban.com/subject/26425831/,等玩够了，找个老实人嫁了……是一种年轻人经常交流，试探三观的都市传说。每一个自以为老实男人的心里，都会有这样一种恐惧，害怕自己看上的姑娘，没有看上自己，只是“玩够了，找个老实人嫁了。”其实我一直对这种担忧不以为然，如果你看上这个姑娘，又实在识破不了她的伪...
117,遥远的向日葵地,李娟,花城出版社,2017,38.0,9.1,https://book.douban.com/subject/27184303/,
118,鹿鼎记,金庸,广州出版社 花城出版社,2008,108.0,8.9,https://book.douban.com/subject/1212893/,难听地说，鹿鼎记是一部“厚黑学”，好听地说，鹿鼎记是一部人际关系百科全书。无论如何，它都可以说是最不像武侠小说的武侠小说，也是最真实的武侠小说。或许正因为它的真实，金庸不敢给这些众所周知的历史人物太离奇的武功，康熙鳌拜自然只是摔跤厉害，吴三桂郑克双塽罗刹公...
119,茶馆,老舍,人民文学出版社,2002,9.8,9.2,https://book.douban.com/subject/1036613/,这篇书评可能有关键情节透露高中时的语文老师很是喜欢老舍，经常在课上，随意便可拈来一段。只是那时的自己，看腻了课本里嚼蜡般的平淡文字和试卷上离奇似的阅读答案，年少轻狂，更倾心于那些跌宕起伏的情节以及虚华似雾的辞藻。最初看各种武侠言情，自以为文艺，东施效颦般写些矫情至极...
120,克莱因壶,[日] 冈岛二人,化学工业出版社,2019,48.0,8.9,https://book.douban.com/subject/33658616/,这篇书评可能有关键情节透露关于《克莱因壶》的内容解析，前面文章说的很多，不再赘述。这里我只想就篇末《解说》的真实作者做一些“自认为”合理的推测。作为一个推理迷，在之前阅读的所有推理小说里，从未在篇末见到过类似本书里《解说》的文章。毕竟一千个读者心中会有一千个哈利波特，啊不，哈姆雷特...
121,一间只属于自己的房间,[英] 弗吉尼亚·伍尔夫,天津人民出版社,2019,45.0,9.2,https://book.douban.com/subject/34835082/,今年的冬天来得很快，气温骤降。11月24日下午，韩国女星具荷拉被警方发现在家中死亡，疑似自杀。她是女团KARA的人气成员，91年生，17岁便出道了。同时，她还有一个身份，雪莉的好友。一个月前，在雪莉去世的时候，她还说要“带着雪莉的那一份，勇敢地活下去”。▲具荷拉和雪...
122,边城,沈从文,北岳文艺出版社,2002,12.0,8.7,https://book.douban.com/subject/1057244/,这篇书评可能有关键情节透露——再读《边城》我一辈子走过许多地方的路，行过许多地方的桥，看过许多次数的云，喝过许多种类的酒，却只爱过一个正当最好年龄的人。——沈从文俱为女子，我却原本并不喜欢翠翠。十四、五岁时第一...
123,陆犯焉识,严歌苓,作家出版社,2011,35.0,8.9,https://book.douban.com/subject/6880158/,这本书是爱人排了三个小时的队签售回来的。严歌苓喜欢用那种千帆过境，原来你就在这儿的桥段。比如《一个女人的史诗》，又比如这本《陆犯焉识》。都是那种，两个人被迫捆绑在一起，先是男人怎么都不爱自己的妻子，而妻子又是把自己的丈夫当偶像一样崇拜着高不可攀地爱着。...
124,人间草木,汪曾祺,江苏文艺出版社,2005,20.0,9.2,https://book.douban.com/subject/1253310/,“已识乾坤大，犹怜草木青”，语出儒学大师马一浮《旷怡亭口占》：流转知何世，江山尚此亭。登临皆旷士，丧乱有遗经。已识乾坤大，犹怜草木青。长空送鸟印，留幻与人灵。“已识乾坤大，犹怜草木青”，多么温柔的一句话呀！即便是经历世事沉浮、阅尽人间沧桑，当俯下身子...
125,梦里花落知多少,三毛,北京十月文艺出版社,2007,28.0,8.8,https://book.douban.com/subject/2070844/,三毛是一路读来的作家，她长居我的心间。不时翻翻她的作品，每读一遍便会更加熟习，亦会多新的感受。也许有时会没了新鲜感，但是那份老朋友般的感受已然形成，便愈加割舍不下。一直伴着三毛活灵活现展现在书中的便数那西班牙老公荷西了。读三毛全集的前几册，竟甚至...
126,筚路维艰:中国社会主义路径的五次选择,萧冬连,社会科学文献出版社,2014,45.0,9.5,https://book.douban.com/subject/26171466/,在哲学中，有一个名为“忒修斯之船”的著名问题：如果忒修斯的船上的木头被逐渐替换，直到所有的木头都不是原来的木头，那这艘船还是原来的那艘船吗？近代以来中国共产党对于马克思主义理论的运用及对社会主义建设的探索，可以说就是在一艘“忒修斯之船”上缝缝补补、上下求索...
127,额尔古纳河右岸,迟子建,人民文学出版社,2019,32.0,9.1,https://book.douban.com/subject/34432750/,对于阅读者来说，迟子建是一个令人放心的作家，也就是说，她不会让你失望。在读《额尔古纳河右岸》之前，这种信心主要来自于她的中短篇小说和为数不多的散文。我至今仍可历数她至少十篇以上给人印象深刻的中短小说篇名，比如《清水洗尘》、《雾月牛栏》、《白银那》、《...
128,十万个为什么,,少年儿童出版社,1962,30.0,9.2,https://book.douban.com/subject/2160556/,小时候，如果考试成绩好，我就可以得到一件想要的礼物：一块开满蓝色小花的白手绢，一盒十二种颜色的铅笔，一条红色玻璃心的项链，一套《十万个为什么》。我记得一共有十四本，有的科目分上下两册，封面都是红黑相间的图案，它们装在一个大纸盒里，这对于只看过成套...
129,时间简史:插图本,[英] 史蒂芬·霍金,湖南科学技术出版社,2010,45.0,8.9,https://book.douban.com/subject/1034282/,这本科普读物我前前后后看了6年。2003年初，我浏览了书中所有的彩图、注释及部分章节，这一切对于当时的我来说充满新奇却也过于深奥。2007年夏，我又拿起了这本平时只当是插画书信手翻看的精装硬皮书，认认真真地读了前五章，到第五章涉及量子物理时候彻底晕了。于是再次放下了...
130,面纱,[英] 威廉·萨默塞特·毛姆,江西人民出版社,2016,39.8,9.0,https://book.douban.com/subject/26757680/,这篇书评可能有关键情节透露良心书评！全文7千多字！翻了很多次书，码字了一个月的晚上，不好看你捶我。🙇♀️1《论自助》中说：我们能从伟大的作品中发现并重见被自己摒弃的思想。毛姆的作品——《面纱》就有这样的作用。我曾想，自己会不会因所谓的真爱做第三者，我曾想，会不会难以忍受伴侣的...
131,西线无战事,[德] 埃里希·玛丽亚·雷马克,上海文艺出版社,2021,49.0,9.4,https://book.douban.com/subject/35272817/,有许多人谈论战争，他们谈论战争的词句如同少男们谈论一场兴趣盎然的魔兽比赛，或者少女们谈论一场郊游计划那样轻松热烈。他们都自信在战争中会成为英雄。他们都希望在枪林弹雨中建树功勋，在炮火硝烟中获得荣誉。谈到牺牲，他们轻松地说：“人固有一死嘛！”他们甚至是在期待...
132,王尔德童话,[英] 王尔德,译林出版社,2003,6.0,9.1,https://book.douban.com/subject/1119839/,这篇书评可能有关键情节透露除了安徒生之外，最爱的童话是王尔德的.这个抛妻弃子因不伦之恋入牢饱受非议的作家笔下，荒野玫瑰般爱恨交织陷入狂恋不能自拔、会跳七重纱之舞的巴比伦公主莎乐美，充满血腥和强夺的死亡之吻。写给孩子的童话里面满满溢出的尽是些苦涩的甜美的爱情。一、西班牙公主的生日为庆...
